0 ,0.347222
0.0002 ,0.324846
0.0004 ,0.305304
0.0006 ,0.288152
0.0008 ,0.273022
0.001 ,0.259609
0.0012 ,0.247662
0.0014 ,0.236969
0.0016 ,0.227357
0.0018 ,0.218677
0.002 ,0.210807
0.0022 ,0.203641
0.0024 ,0.197092
0.0026 ,0.191084
0.0028 ,0.185553
0.003 ,0.180445
0.0032 ,0.175711
0.0034 ,0.171312
0.0036 ,0.167213
0.0038 ,0.163382
0.004 ,0.159793
0.0042 ,0.156423
0.0044 ,0.153251
0.0046 ,0.15026
0.0048 ,0.147433
0.005 ,0.144757
0.0052 ,0.142218
0.0054 ,0.139806
0.0056 ,0.137511
0.0058 ,0.135324
0.006 ,0.133237
0.0062 ,0.131242
0.0064 ,0.129333
0.0066 ,0.127505
0.0068 ,0.125751
0.007 ,0.124067
0.0072 ,0.122448
0.0074 ,0.120891
0.0076 ,0.119391
0.0078 ,0.117945
0.008 ,0.11655
0.0082 ,0.115204
0.0084 ,0.113902
0.0086 ,0.112644
0.0088 ,0.111426
0.009 ,0.110247
0.0092 ,0.109104
0.0094 ,0.107996
0.0096 ,0.106921
0.0098 ,0.105877
0.01 ,0.104863
0.0102 ,0.103878
0.0104 ,0.10292
0.0106 ,0.101987
0.0108 ,0.10108
0.011 ,0.100196
0.0112 ,0.0993353
0.0114 ,0.0984961
0.0116 ,0.0976777
0.0118 ,0.0968794
0.012 ,0.0961003
0.0122 ,0.0953396
0.0124 ,0.0945967
0.0126 ,0.0938709
0.0128 ,0.0931615
0.013 ,0.0924679
0.0132 ,0.0917895
0.0134 ,0.0911258
0.0136 ,0.0904763
0.0138 ,0.0898405
0.014 ,0.0892178
0.0142 ,0.088608
0.0144 ,0.0880104
0.0146 ,0.0874247
0.0148 ,0.0868506
0.015 ,0.0862876
0.0152 ,0.0857354
0.0154 ,0.0851937
0.0156 ,0.0846621
0.0158 ,0.0841403
0.016 ,0.083628
0.0162 ,0.083125
0.0164 ,0.0826309
0.0166 ,0.0821455
0.0168 ,0.0816686
0.017 ,0.0811999
0.0172 ,0.0807391
0.0174 ,0.0802861
0.0176 ,0.0798406
0.0178 ,0.0794025
0.018 ,0.0789714
0.0182 ,0.0785474
0.0184 ,0.07813
0.0186 ,0.0777193
0.0188 ,0.0773149
0.019 ,0.0769168
0.0192 ,0.0765248
0.0194 ,0.0761387
0.0196 ,0.0757584
0.0198 ,0.0753837
0.02 ,0.0750145
0.0202 ,0.0746507
0.0204 ,0.0742921
0.0206 ,0.0739387
0.0208 ,0.0735902
0.021 ,0.0732466
0.0212 ,0.0729078
0.0214 ,0.0725736
0.0216 ,0.072244
0.0218 ,0.0719188
0.022 ,0.0715979
0.0222 ,0.0712814
0.0224 ,0.0709689
0.0226 ,0.0706606
0.0228 ,0.0703562
0.023 ,0.0700557
0.0232 ,0.0697591
0.0234 ,0.0694661
0.0236 ,0.0691769
0.0238 ,0.0688911
0.024 ,0.068609
0.0242 ,0.0683302
0.0244 ,0.0680548
0.0246 ,0.0677827
0.0248 ,0.0675138
0.025 ,0.0672481
0.0252 ,0.0669855
0.0254 ,0.066726
0.0256 ,0.0664694
0.0258 ,0.0662158
0.026 ,0.065965
0.0262 ,0.0657171
0.0264 ,0.0654719
0.0266 ,0.0652295
0.0268 ,0.0649897
0.027 ,0.0647525
0.0272 ,0.0645179
0.0274 ,0.0642858
0.0276 ,0.0640562
0.0278 ,0.063829
0.028 ,0.0636042
0.0282 ,0.0633818
0.0284 ,0.0631616
0.0286 ,0.0629438
0.0288 ,0.0627281
0.029 ,0.0625147
0.0292 ,0.0623034
0.0294 ,0.0620942
0.0296 ,0.0618871
0.0298 ,0.061682
0.03 ,0.0614789
0.0302 ,0.0612778
0.0304 ,0.0610787
0.0306 ,0.0608815
0.0308 ,0.0606861
0.031 ,0.0604926
0.0312 ,0.060301
0.0314 ,0.0601111
0.0316 ,0.0599229
0.0318 ,0.0597366
0.032 ,0.0595519
0.0322 ,0.0593689
0.0324 ,0.0591875
0.0326 ,0.0590078
0.0328 ,0.0588297
0.033 ,0.0586532
0.0332 ,0.0584782
0.0334 ,0.0583047
0.0336 ,0.0581328
0.0338 ,0.0579623
0.034 ,0.0577933
0.0342 ,0.0576258
0.0344 ,0.0574596
0.0346 ,0.0572949
0.0348 ,0.0571315
0.035 ,0.0569695
0.0352 ,0.0568089
0.0354 ,0.0566495
0.0356 ,0.0564915
0.0358 ,0.0563347
0.036 ,0.0561792
0.0362 ,0.056025
0.0364 ,0.0558719
0.0366 ,0.0557201
0.0368 ,0.0555695
0.037 ,0.05542
0.0372 ,0.0552717
0.0374 ,0.0551246
0.0376 ,0.0549786
0.0378 ,0.0548336
0.038 ,0.0546898
0.0382 ,0.0545471
0.0384 ,0.0544054
0.0386 ,0.0542648
0.0388 ,0.0541252
0.039 ,0.0539867
0.0392 ,0.0538491
0.0394 ,0.0537126
0.0396 ,0.053577
0.0398 ,0.0534424
0.04 ,0.0533088
0.0402 ,0.0531761
0.0404 ,0.0530443
0.0406 ,0.0529135
0.0408 ,0.0527835
0.041 ,0.0526545
0.0412 ,0.0525263
0.0414 ,0.0523991
0.0416 ,0.0522726
0.0418 ,0.0521471
0.042 ,0.0520223
0.0422 ,0.0518984
0.0424 ,0.0517754
0.0426 ,0.0516531
0.0428 ,0.0515316
0.043 ,0.0514109
0.0432 ,0.051291
0.0434 ,0.0511719
0.0436 ,0.0510535
0.0438 ,0.0509359
0.044 ,0.050819
0.0442 ,0.0507028
0.0444 ,0.0505874
0.0446 ,0.0504727
0.0448 ,0.0503586
0.045 ,0.0502453
0.0452 ,0.0501327
0.0454 ,0.0500207
0.0456 ,0.0499094
0.0458 ,0.0497988
0.046 ,0.0496888
0.0462 ,0.0495795
0.0464 ,0.0494708
0.0466 ,0.0493628
0.0468 ,0.0492554
0.047 ,0.0491485
0.0472 ,0.0490423
0.0474 ,0.0489367
0.0476 ,0.0488317
0.0478 ,0.0487273
0.048 ,0.0486235
0.0482 ,0.0485202
0.0484 ,0.0484175
0.0486 ,0.0483154
0.0488 ,0.0482138
0.049 ,0.0481128
0.0492 ,0.0480123
0.0494 ,0.0479123
0.0496 ,0.0478129
0.0498 ,0.047714
0.05 ,0.0476156
0.0502 ,0.0475178
0.0504 ,0.0474204
0.0506 ,0.0473235
0.0508 ,0.0472272
0.051 ,0.0471313
0.0512 ,0.0470359
0.0514 ,0.046941
0.0516 ,0.0468466
0.0518 ,0.0467526
0.052 ,0.0466591
0.0522 ,0.046566
0.0524 ,0.0464734
0.0526 ,0.0463813
0.0528 ,0.0462896
0.053 ,0.0461983
0.0532 ,0.0461075
0.0534 ,0.046017
0.0536 ,0.0459271
0.0538 ,0.0458375
0.054 ,0.0457483
0.0542 ,0.0456596
0.0544 ,0.0455713
0.0546 ,0.0454833
0.0548 ,0.0453958
0.055 ,0.0453087
0.0552 ,0.0452219
0.0554 ,0.0451356
0.0556 ,0.0450496
0.0558 ,0.044964
0.056 ,0.0448787
0.0562 ,0.0447939
0.0564 ,0.0447094
0.0566 ,0.0446252
0.0568 ,0.0445415
0.057 ,0.044458
0.0572 ,0.044375
0.0574 ,0.0442922
0.0576 ,0.0442099
0.0578 ,0.0441278
0.058 ,0.0440461
0.0582 ,0.0439648
0.0584 ,0.0438837
0.0586 ,0.043803
0.0588 ,0.0437226
0.059 ,0.0436425
0.0592 ,0.0435628
0.0594 ,0.0434834
0.0596 ,0.0434042
0.0598 ,0.0433254
0.06 ,0.0432469
0.0602 ,0.0431687
0.0604 ,0.0430908
0.0606 ,0.0430132
0.0608 ,0.0429359
0.061 ,0.0428588
0.0612 ,0.0427821
0.0614 ,0.0427056
0.0616 ,0.0426295
0.0618 ,0.0425536
0.062 ,0.042478
0.0622 ,0.0424026
0.0624 ,0.0423276
0.0626 ,0.0422528
0.0628 ,0.0421782
0.063 ,0.042104
0.0632 ,0.0420299
0.0634 ,0.0419562
0.0636 ,0.0418827
0.0638 ,0.0418095
0.064 ,0.0417365
0.0642 ,0.0416638
0.0644 ,0.0415913
0.0646 ,0.0415191
0.0648 ,0.0414471
0.065 ,0.0413753
0.0652 ,0.0413038
0.0654 ,0.0412325
0.0656 ,0.0411615
0.0658 ,0.0410907
0.066 ,0.0410201
0.0662 ,0.0409498
0.0664 ,0.0408796
0.0666 ,0.0408098
0.0668 ,0.0407401
0.067 ,0.0406706
0.0672 ,0.0406014
0.0674 ,0.0405324
0.0676 ,0.0404636
0.0678 ,0.040395
0.068 ,0.0403267
0.0682 ,0.0402585
0.0684 ,0.0401905
0.0686 ,0.0401228
0.0688 ,0.0400553
0.069 ,0.0399879
0.0692 ,0.0399208
0.0694 ,0.0398539
0.0696 ,0.0397871
0.0698 ,0.0397206
0.07 ,0.0396543
0.0702 ,0.0395881
0.0704 ,0.0395221
0.0706 ,0.0394564
0.0708 ,0.0393908
0.071 ,0.0393254
0.0712 ,0.0392602
0.0714 ,0.0391952
0.0716 ,0.0391304
0.0718 ,0.0390657
0.072 ,0.0390012
0.0722 ,0.038937
0.0724 ,0.0388728
0.0726 ,0.0388089
0.0728 ,0.0387451
0.073 ,0.0386816
0.0732 ,0.0386181
0.0734 ,0.0385549
0.0736 ,0.0384918
0.0738 ,0.0384289
0.074 ,0.0383662
0.0742 ,0.0383036
0.0744 ,0.0382412
0.0746 ,0.038179
0.0748 ,0.0381169
0.075 ,0.038055
0.0752 ,0.0379932
0.0754 ,0.0379316
0.0756 ,0.0378702
0.0758 ,0.0378089
0.076 ,0.0377477
0.0762 ,0.0376868
0.0764 ,0.0376259
0.0766 ,0.0375653
0.0768 ,0.0375048
0.077 ,0.0374444
0.0772 ,0.0373842
0.0774 ,0.0373241
0.0776 ,0.0372642
0.0778 ,0.0372044
0.078 ,0.0371448
0.0782 ,0.0370853
0.0784 ,0.037026
0.0786 ,0.0369668
0.0788 ,0.0369077
0.079 ,0.0368488
0.0792 ,0.03679
0.0794 ,0.0367314
0.0796 ,0.0366729
0.0798 ,0.0366145
0.08 ,0.0365563
0.0802 ,0.0364982
0.0804 ,0.0364403
0.0806 ,0.0363825
0.0808 ,0.0363248
0.081 ,0.0362672
0.0812 ,0.0362098
0.0814 ,0.0361525
0.0816 ,0.0360954
0.0818 ,0.0360383
0.082 ,0.0359814
0.0822 ,0.0359246
0.0824 ,0.035868
0.0826 ,0.0358115
0.0828 ,0.0357551
0.083 ,0.0356988
0.0832 ,0.0356427
0.0834 ,0.0355866
0.0836 ,0.0355307
0.0838 ,0.0354749
0.084 ,0.0354193
0.0842 ,0.0353637
0.0844 ,0.0353083
0.0846 ,0.035253
0.0848 ,0.0351978
0.085 ,0.0351428
0.0852 ,0.0350878
0.0854 ,0.035033
0.0856 ,0.0349783
0.0858 ,0.0349237
0.086 ,0.0348692
0.0862 ,0.0348148
0.0864 ,0.0347606
0.0866 ,0.0347064
0.0868 ,0.0346524
0.087 ,0.0345985
0.0872 ,0.0345446
0.0874 ,0.0344909
0.0876 ,0.0344373
0.0878 ,0.0343839
0.088 ,0.0343305
0.0882 ,0.0342772
0.0884 ,0.0342241
0.0886 ,0.034171
0.0888 ,0.0341181
0.089 ,0.0340652
0.0892 ,0.0340125
0.0894 ,0.0339599
0.0896 ,0.0339074
0.0898 ,0.0338549
0.09 ,0.0338026
0.0902 ,0.0337504
0.0904 ,0.0336983
0.0906 ,0.0336463
0.0908 ,0.0335944
0.091 ,0.0335426
0.0912 ,0.0334909
0.0914 ,0.0334393
0.0916 ,0.0333878
0.0918 ,0.0333364
0.092 ,0.0332851
0.0922 ,0.0332339
0.0924 ,0.0331828
0.0926 ,0.0331318
0.0928 ,0.0330808
0.093 ,0.03303
0.0932 ,0.0329793
0.0934 ,0.0329287
0.0936 ,0.0328782
0.0938 ,0.0328277
0.094 ,0.0327774
0.0942 ,0.0327271
0.0944 ,0.032677
0.0946 ,0.0326269
0.0948 ,0.032577
0.095 ,0.0325271
0.0952 ,0.0324773
0.0954 ,0.0324276
0.0956 ,0.032378
0.0958 ,0.0323285
0.096 ,0.0322791
0.0962 ,0.0322298
0.0964 ,0.0321806
0.0966 ,0.0321314
0.0968 ,0.0320824
0.097 ,0.0320334
0.0972 ,0.0319845
0.0974 ,0.0319357
0.0976 ,0.031887
0.0978 ,0.0318384
0.098 ,0.0317899
0.0982 ,0.0317415
0.0984 ,0.0316931
